field_1,s_id,nzsegment,nzreach,nztme,nztmn,long,lat,period,np_id,np_id_name,np_id_units,q_5,q_20,q_25,median,q_75,q_80,q_95,g_540,g_260,ann_max,nof_swim,nof_toxicity,anzg_meet,mci_band,sof,climate,src_of_flw,dominant_landcover,n_values,n_rightcensored,n_leftcensored,dl,al,imputed_lower,imputed_upper,month_ok,quarter_ok,year_ok,c_q_5,c_q_20,c_q_25,c_median,c_q_75,c_q_80,c_q_95,c_ann_max,sid,river,location,sitename,siteid,rcid,councilsiteid,councilsit,landcover,nzmge,nzmgn,anz_dgv_q80,anz_dgv_q20
51,EBOP-00144,4095468,4029008,1893552.00000504,5765412.99999978,176.352713945655,-38.2114016683045,2013-2017,MCI,Macroinvertebrate community index,Index,64.23529,72.40336,76.48739,90.11765,106,106.8,108.4,NA,NA,108.4,NA,NA,NA,Fair,CW/Lk,CW,Lk,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wairoa at Tarawera Rd,Wairoa at Tarawera Rd,EBOP,NA,FJ355541,EF,NA,NA,NA,NA
11,ARC-00030,2043043,2008323,1786761.16933301,5892804.17097729,175.101422388525,-37.0924635557462,2013-2017,MCI,Macroinvertebrate community index,Index,127.0588,128.94115,130.19606,135.41666,137.5,137.5,137.5,NA,NA,137.5,NA,NA,NA,Excellent,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM092,Wairoa River,Wairoa @ Caitchen Rd Trib,Wairoa @ Caitchen Rd Trib,FWM092,AC,Wairoa @ Caitchen Rd Trib,NA,IF,2697143,6454444,NA,NA
12,ARC-00106,2035422,2004217,1750625.86904353,5937719.71844018,174.686083294573,-36.6942529492833,2013-2017,MCI,Macroinvertebrate community index,Index,85.83333,87.86111,89.21296,92.7963,98.20833,100.29167,103.41667,NA,NA,103.416666666667,NA,NA,NA,Fair,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM060,Okura River,unnamed tributary,Awanohi Mid,FWM060,AC,Awanohi Mid,NA,P,2661097,6499433,NA,NA
13,ARC-00123,2036579,2004938,1752319.48283104,5929058.52349601,174.706941717798,-36.7702241785112,2013-2017,MCI,Macroinvertebrate community index,Index,71.875,74.3125,75.9375,82,84.10527,84.14737,84.21053,NA,NA,84.21053,NA,NA,NA,Fair,WD/L,WD,L,Urban area,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM070,Hellyers Creek,unnamed tributary,Lignite,FWM070,AC,Lignite,NA,U,2662793,6490967,NA,NA
14,ARC-00124,2035812,2004501,1751774.59628883,5934360.67697373,174.699784410788,-36.7225339440126,2013-2017,MCI,Macroinvertebrate community index,Index,67.77778,68.7643,69.42198,72.19975,75.49019,76.35294,77.64706,NA,NA,77.64706,NA,NA,NA,Poor,WD/L,WD,L,Urban area,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM040,Lucas Creek,Lucas LTB @ Tennis,Lucas LTB @ Tennis,FWM040,AC,Lucas LTB @ Tennis,NA,U,2662259,6496271,NA,NA
15,ARC-00132,2032499,2002096,1730851.72147993,5964294.42752113,174.460287156467,-36.4576869774267,2013-2017,MCI,Macroinvertebrate community index,Index,93.68421,97.57896,100.17545,107.42425,117.36012,121.03145,126.53845,NA,NA,126.53845,NA,NA,NA,Good,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM056,Omaumau River,Mt Auckland,Mt Auckland,FWM056,AC,Mt Auckland,NA,IF,2641376,6526055,NA,NA
16,ARC-00134,2035246,2004074,1752668.36909518,5938789.85869329,174.708724152169,-36.6842841162741,2013-2017,MCI,Macroinvertebrate community index,Index,83.42857,84.4,85.04762,88.03921,92.56303,93.82353,95.71429,NA,NA,95.71429,NA,NA,NA,Fair,WD/L,WD,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM063,Okura River,unnamed tributary,Okura Trib 2,FWM063,AC,Okura Trib 2,NA,P,2663142,6500499,NA,NA
17,ARC-00135,2035313,2004039,1754057.75778572,5939001.74862545,174.724225750195,-36.682150680057,2013-2017,MCI,Macroinvertebrate community index,Index,85,85.3,85.5,86,90.92,92.888,95.84,NA,NA,95.84,NA,NA,NA,Fair,WD/L,WD,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM062,Okura River,unnamed tributary,Okura Trib 1,FWM062,AC,Okura Trib 1,NA,P,2664532,6500708,NA,NA
18,ARC-00137,2040872,2007113,1797275.09929002,5903176.84315492,175.216925701577,-36.9968759466434,2013-2017,MCI,Macroinvertebrate community index,Index,129.7297,130.28447,130.65431,131.72696,135.38195,136.78473,138.8889,NA,NA,138.8889,NA,NA,NA,Excellent,WW/L,WW,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM020,Orere River,unnamed tributary,Orere A,FWM020,AC,Orere A,NA,P,2707676,6464795,NA,NA
19,ARC-00138,2040879,2007114,1796916.06164169,5903676.1950601,175.212763285499,-36.992453208381,2013-2017,MCI,Macroinvertebrate community index,Index,127.27271,130.1534,132.07386,137.10415,141.16665,142.69999,145,NA,NA,145,NA,NA,NA,Excellent,WW/L,WW,L,Exotic forest,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM019,Orere River,unnamed tributary,Orere B,FWM019,AC,Orere B,NA,EF,2707318,6465295,NA,NA
20,ARC-00139,2033756,2003019,1749828.21635927,5952216.99150954,174.674328870476,-36.5637422705176,2013-2017,MCI,Macroinvertebrate community index,Index,88.75,91.375,93.125,98.75,106.89832,109.65766,113.79665,NA,NA,113.79665,NA,NA,NA,Fair,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM052,Otanerua Stream,NA,Otanerua,FWM052,AC,Otanerua,NA,S,2660330,6513934,NA,NA
21,ARC-00142,2032899,2002429,1744682.95687648,5960106.53716489,174.615372290015,-36.4934387693494,2013-2017,MCI,Macroinvertebrate community index,Index,101.3333,101.43332,101.5,101.6667,111.0702,114.8316,120.47369,NA,NA,120.473694736842,NA,NA,NA,Good,WW/L,WW,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM012,Puhoi River,unnamed tributary,Puhoi,FWM012,AC,Puhoi,NA,P,2655201,6521836,NA,NA
22,ARC-00147,2038023,2005661,1733629.16082837,5918805.10801402,174.499204335084,-36.8672473725725,2013-2017,MCI,Macroinvertebrate community index,Index,100,100,100,100.8,102.13334,102.34668,102.66668,NA,NA,102.666683333334,NA,NA,NA,Good,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM066,Waitakere River,NA,Waitakere River,FWM066,AC,Waitakere River,NA,IF,2644059,6480550,NA,NA
23,ARC-00148,2039639,2006412,1731542.01874061,5910436.6146868,174.477249004362,-36.9429536871923,2013-2017,MCI,Macroinvertebrate community index,Index,120,120.31578,120.52631,122.95056,124.98835,125.04429,125.1282,NA,NA,125.1282,NA,NA,NA,Excellent,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ARC-FWM050,Wekatahi Creek,NA,Wekatahi,FWM050,AC,Wekatahi,NA,IF,2641955,6472184,NA,NA
24,EBOP-00011,4086455,4011432,1962831.1310278,5777283.4595893,177.136200000253,-38.0794599996968,2013-2017,MCI,Macroinvertebrate community index,Index,85.26316,89.13876,91.72249,105.75756,116.66665,117.99999,120,NA,NA,120,NA,NA,NA,Good,WW/L,WW,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nukuhou at Old Quarry,Nukuhou at Old Quarry,EBOP,NA,MK283728,P,NA,NA,NA,NA
25,EBOP-00016,4066594,4003250,1909232.41791364,5808796.86724254,176.51279966522,-37.815880239451,2013-2017,MCI,Macroinvertebrate community index,Index,80.44444,87.28105,90.69935,101.71429,106.42879,107.3839,109.29412,NA,NA,109.2941176,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-033,Pongakawa Stream,NA,Pongakawa,33,EBOP,GN922883,NA,P,2819407,6370260,NA,NA
26,EBOP-00079,4087753,4011992,1890190.99809769,5775228.2876758,176.310385970317,-38.1241777254866,2013-2017,MCI,Macroinvertebrate community index,Index,100.18182,101.75758,102.54545,113.14286,114.48333,115.16667,116.53333,NA,NA,116.5333333,NA,NA,NA,Good,CW/L,CW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-016,Waingaehe Stream,NA,Waingaehe,16,EBOP,FK019522,NA,P,2800332,6336748,NA,NA
59,EBOP-00155,4081177,4008878,1936843.07396445,5784479.86506362,176.837193247164,-38.0247949926143,2013-2017,MCI,Macroinvertebrate community index,Index,58.76923,65.71795,69.19231,75.125,78.04412,79.08823,81.17647,NA,NA,81.17647,NA,NA,NA,Poor,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-049,Rangitaiki River,unnamed tributary,Rangitaiki Tributary,49,EBOP,JL684448,NA,P,2846953,6345925,NA,NA
60,EBOP-00157,4079456,4007683,1948084.59523725,5787378.70477747,176.96356887771,-37.9944847511104,2013-2017,MCI,Macroinvertebrate community index,Index,93.85714,94.39523,94.66428,99.66667,102.7127,104.0136,106.6154,NA,NA,106.6154,NA,NA,NA,Fair,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-051,Waioho Stream,NA,Waioho,51,EBOP,KL808737,NA,P,2858186,6348804,NA,NA
61,EBOP-00160,4079858,4008127,1926161.27621993,5786162.06279748,176.714984756942,-38.0135717643518,2013-2017,MCI,Macroinvertebrate community index,Index,104,106.3,107.45,118.88,126.5105,128.0979,131.2727,NA,NA,131.2727,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-054,Karaponga Stream,NA,Karaponga,54,EBOP,IL616616,NA,P,2836285,6347621,NA,NA
62,EBOP-00161,4055192,4000295,1855739.63762907,5841161.56811571,175.89457443921,-37.5410925474085,2013-2017,MCI,Macroinvertebrate community index,Index,70,73.88889,75.83333,85.88235,99.34874,105.7563,118.57143,NA,NA,118.5714286,NA,NA,NA,Fair,WX/L,WX,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-055,Tahawai Stream,NA,Tahawai,55,EBOP,BR574116,NA,P,2766006,6402691,NA,NA
63,EBOP-00165,4057509,4000540,1857732.28766377,5831439.72684412,175.920521334188,-37.6280519386875,2013-2017,MCI,Macroinvertebrate community index,Index,108.75,109.79167,110.48611,113.88889,120.50505,122.48485,125.45455,NA,NA,125.4545455,NA,NA,NA,Good,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-059,Aongatete River,NA,Aongatete,59,EBOP,BQ964696,NA,IF,2767981,6392971,NA,NA
64,EBOP-00166,4051665,4000022,1859631.61131885,5856938.82417708,175.933013760868,-37.3979803876419,2013-2017,MCI,Macroinvertebrate community index,Index,53.33333,65.33333,71.33333,80,81.92935,82.11957,82.5,NA,NA,82.5,NA,NA,NA,Fair,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-060,Waihi Stream,NA,Waihi,60,EBOP,BS963693,NA,IF,2769924,6418453,NA,NA
65,EBOP-00167,4053133,4000082,1858468.06351679,5850263.1853736,175.922221921916,-37.4583999201069,2013-2017,MCI,Macroinvertebrate community index,Index,89.33333,94,96.33333,98.75,100.33835,101.62907,104.21053,NA,NA,104.2105263,NA,NA,NA,Fair,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-061,Waiau River,NA,Waiau,61,EBOP,BS847026,NA,P,2768749,6411783,NA,NA
66,EBOP-00168,4055852,4000379,1855894.8290336,5838779.57560226,175.897159522838,-37.5624922827377,2013-2017,MCI,Macroinvertebrate community index,Index,86.25,87.90761,88.73641,93,106.55882,107.11765,108.23529,NA,NA,108.2352941,NA,NA,NA,Fair,WX/L,WX,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-062,Boyd Stream,NA,Boyd,62,EBOP,BQ589878,NA,P,2766157,6400310,NA,NA
67,EBOP-00169,4056206,4000405,1854500.85800213,5837165.33564581,175.88195610221,-37.5774099832659,2013-2017,MCI,Macroinvertebrate community index,Index,80,85.55556,88.33333,99,100.28533,101.44022,103.75,NA,NA,103.75,NA,NA,NA,Fair,WX/L,WX,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-063,Ngututuru Stream,NA,Ngututuru,63,EBOP,BQ450716,NA,P,2764761,6398699,NA,NA
68,EBOP-00170,4056650,4000448,1855362.76131516,5835139.73179186,175.892410959922,-37.5954059127476,2013-2017,MCI,Macroinvertebrate community index,Index,104,104.73333,105.1,107.38462,118.55636,118.93091,119.68,NA,NA,119.68,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-064,Te Mania Stream,NA,Te Mania,64,EBOP,BQ536514,NA,P,2765619,6396673,NA,NA
69,EBOP-00174,4080421,4008273,1971238.77168837,5786041.51038355,177.227271635087,-37.9973308973832,2013-2017,MCI,Macroinvertebrate community index,Index,86.76923,87.30128,87.56731,88,97.75,98.5,100,NA,NA,100,NA,NA,NA,Fair,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-068,Waiwhakatoitoi Stream,NA,Waiwhakatoitoi,68,EBOP,NL123604,NA,P,2881309,6347434,NA,NA
70,EBOP-00178,4084419,4010022,1879136.81418941,5780853.30733907,176.18226888194,-38.0770437084399,2013-2017,MCI,Macroinvertebrate community index,Index,105.7143,108.05715,109.22858,116,117.6,119.2,122.4,NA,NA,122.4,NA,NA,NA,Good,CW/H,CW,H,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-071,Tupapakurua Stream,NA,Tupapakurua,71,EBOP,LL534603,NA,P,2789294,6342384,NA,NA
71,EBOP-00181,4062166,4001726,1884663.00945604,5818421.99434161,176.23034817943,-37.7372554173787,2013-2017,MCI,Macroinvertebrate community index,Index,97.5,100.18333,101.525,108.92308,114.62202,115.05357,115.91667,NA,NA,115.9166667,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-075,Waitao Stream,NA,Waitao,75,EBOP,EO451883,NA,P,2794873,6379917,NA,NA
72,EBOP-00182,4060046,4001152,1859826.39896662,5822404.11237704,175.947439951691,-37.7087961955887,2013-2017,MCI,Macroinvertebrate community index,Index,114.78261,118.77061,120.76462,125.18519,135.38314,137.66284,142.22222,NA,NA,142.2222222,NA,NA,NA,Excellent,WX/H,WX,H,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-077,Wainui River,NA,Wainui,77,EBOP,BP982240,NA,IF,2770059,6383937,NA,NA
73,EBOP-00183,4061379,4001522,1881765.03070581,5819586.09688854,176.197058317972,-37.72767567273,2013-2017,MCI,Macroinvertebrate community index,Index,72,73.60989,74.41484,80,98.47619,100.09524,103.33333,NA,NA,103.3333333,NA,NA,NA,Fair,WW/L,WW,L,Urban area,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-078,Unnamed stream,Welcome Bay,Waioraka,78,EBOP,EO176958,NA,U,2791979,6381085,NA,NA
74,EBOP-00184,4061568,4001550,1880032.28408951,5819298.06499578,176.177536349094,-37.7307991417711,2013-2017,MCI,Macroinvertebrate community index,Index,62.66667,72.58333,77.54167,85.05882,91.4,96.8,107.6,NA,NA,107.6,NA,NA,NA,Fair,WW/L,WW,L,Urban area,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-079,Unnamed stream,Welcome Bay,Otumanga,79,EBOP,EO010924,NA,U,2790247,6380800,NA,NA
75,EBOP-00185,4061517,4001531,1879607.40495344,5819655.62033025,176.172584599413,-37.7277111387391,2013-2017,MCI,Macroinvertebrate community index,Index,93,93.42857,93.64286,97.45455,105.89205,108.53409,113.81818,NA,NA,113.8181818,NA,NA,NA,Fair,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-080,Kaitemako Stream,NA,Kaitemako,80,EBOP,DO960965,NA,P,2789823,6381158,NA,NA
78,EBOP-00191,4058893,4000839,1864354.34641641,5827085.287881,175.997042919017,-37.6653661534878,2013-2017,MCI,Macroinvertebrate community index,Index,94.8,96.16471,96.84706,104.55556,109.32778,112.25556,118.11111,NA,NA,118.1111111,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-086,Waipapa River,unnamed tributary,Waipapa Tributary,86,EBOP,CP435708,NA,P,2774592,6388608,NA,NA
79,EBOP-00195,4061787,4001618,1869824.55364336,5819254.44381517,176.06187975903,-37.7342559954672,2013-2017,MCI,Macroinvertebrate community index,Index,78.57143,81.81905,83.44286,95.9,104.63816,110.10965,121.05263,NA,NA,121.0526316,NA,NA,NA,Fair,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-090,Ohaurere Stream,NA,Ohaurere,90,EBOP,CO982925,NA,P,2780046,6380773,NA,NA
80,EBOP-00197,4068061,4003788,1859508.05076534,5806697.49823517,175.949450180538,-37.8502661782856,2013-2017,MCI,Macroinvertebrate community index,Index,130.66667,131.16667,131.41667,137.57576,139.29911,139.74107,140.625,NA,NA,140.625,NA,NA,NA,Excellent,CX/H,CX,H,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-092,Piako Stream,NA,Piako,92,EBOP,BN951669,NA,IF,2769716,6368240,NA,NA
81,EBOP-00198,4056794,4000472,1853141.24484464,5831784.21549975,175.868438480341,-37.6262266296984,2013-2017,MCI,Macroinvertebrate community index,Index,118.26087,124.13043,127.06522,135.2,143.40909,143.48485,143.63636,NA,NA,143.6363636,NA,NA,NA,Excellent,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-093,Waitekohe Stream,unnamed tributary,Waitekohe trib,93,EBOP,BQ292188,NA,IF,2763393,6393323,NA,NA
82,EBOP-00199,4063703,4002262,1886110.67479623,5814964.8073081,176.248113232445,-37.7679146851743,2013-2017,MCI,Macroinvertebrate community index,Index,135.2381,135.95238,136.30952,136.9697,138.36606,139.34081,141.29032,NA,NA,141.2903226,NA,NA,NA,Excellent,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-094,Owairoa Stream,NA,Owairoa,94,EBOP,EO611496,NA,IF,2796314,6376460,NA,NA
83,EBOP-00200,4056710,4000456,1852529.32497733,5834519.60885973,175.860568306767,-37.6017703022249,2013-2017,MCI,Macroinvertebrate community index,Index,121.6,126.01739,128.22609,132.72727,139.37831,143.04233,150.37037,NA,NA,150.3703704,NA,NA,NA,Excellent,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-095,Te Rereatukahia Stream,NA,Te Rereatukahia,95,EBOP,BQ253452,NA,IF,2762786,6396058,NA,NA
84,EBOP-00201,4078956,4007888,1953895.28680827,5788224.38096204,177.029168048473,-37.9846347160245,2013-2017,MCI,Macroinvertebrate community index,Index,107.3684,107.55788,107.6842,111.14285,116.0902,116.812,117.8947,NA,NA,117.8947,NA,NA,NA,Good,WW/L,WW,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-096,Maraetotara Stream,NA,Maraetotara,96,EBOP,LL389822,NA,IF,2863991,6349640,NA,NA
85,EBOP-00202,4077479,4007288,1954110.28579537,5790393.34393007,177.030542051381,-37.9650506503272,2013-2017,MCI,Macroinvertebrate community index,Index,98.33333,99.16666,99.58333,110.7692,113.95607,114.06595,114.2857,NA,NA,114.2857,NA,NA,NA,Good,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-097,Unnamed stream,Ohope Beach,Ohope Reserve trib,97,EBOP,LM411039,NA,IF,2864209,6351806,NA,NA
86,EBOP-00203,4077815,4007422,1955298.05187084,5789522.07256498,177.044460857573,-37.9724200994331,2013-2017,MCI,Macroinvertebrate community index,Index,101.6667,107.04025,109.72702,116.1905,122.83425,123.8503,125.8824,NA,NA,125.8824,NA,NA,NA,Good,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-098,Unnamed stream,Ohope Beach,Ohope School trib,98,EBOP,LL529952,NA,IF,2865394,6350934,NA,NA
87,EBOP-00204,4058675,4000810,2040466.84825614,5827823.70480847,177.987670973509,-37.5912445595339,2013-2017,MCI,Macroinvertebrate community index,Index,114.0541,114.33787,114.52705,116.07145,121.9048,123.80956,126.6667,NA,NA,126.6667,NA,NA,NA,Good,WW/L,WW,L,Native,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-099,Waitawake Stream,NA,Waitawake,99,EBOP,UP046782,NA,IF,2950497,6389032,NA,NA
88,EBOP-00206,4105109,4019083,1926326.64695224,5752910.76473448,176.732100000149,-38.3125599998337,2013-2017,MCI,Macroinvertebrate community index,Index,122.6667,123.7167,124.4167,126.60335,131.28665,132.98531,135.5333,NA,NA,135.5333,NA,NA,NA,Excellent,CW/L,CW,L,Pastoral,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mangaharakeke at Above Confluence,Mangaharakeke at Above Confluence,EBOP,NA,II633291,EF,NA,NA,NA,NA
89,EBOP-00207,4102701,4018299,1930493.85452607,5755990.32875132,176.778225312714,-38.2833409372962,2013-2017,MCI,Macroinvertebrate community index,Index,89.6,92.99273,95.25455,112.96735,127.35895,128.29229,129.6923,NA,NA,129.6923,NA,NA,NA,Good,CW/L,CW,L,Exotic forest,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,EBOP-019,Pahekeheke Stream,NA,Pahekeheke,19,EBOP,IG109370,NA,EF,2840572,6317475,NA,NA
90,EBOP-00208,4139643,4026964,1907920.00000656,5708333.99999973,176.541585422098,-38.7200318537553,2013-2017,MCI,Macroinvertebrate community index,Index,88,95.58182,100.63636,115.94406,121.38462,122.49231,124.15385,NA,NA,124.1538462,NA,NA,NA,Good,CW/H,CW,H,Exotic forest,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flaxy Creek at Kaingaroa Forest,Flaxy Creek at Kaingaroa Forest,EBOP,NA,GD792833,EF,NA,NA,NA,NA
91,EBOP-00209,4058278,4000731,2043402.73943895,5829311.24549662,178.019900000637,-37.5764799990668,2013-2017,MCI,Macroinvertebrate community index,Index,109.3333,109.66665,109.83333,111.25,118.1111,120.2222,124.4444,NA,NA,124.4444,NA,NA,NA,Good,WW/L,WW,L,Pastoral,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whangaparaoa at SH 35,Whangaparaoa at SH 35,EBOP,NA,UP340931,P,NA,NA,NA,NA
92,EBOP-00212,4081443,4009026,1985786.97493205,5783605.03279113,177.393800000341,-38.0131599995667,2013-2017,MCI,Macroinvertebrate community index,Index,94.28571,95.47619,96.07143,99.04762,116.47057,117.64705,120,NA,NA,120,NA,NA,NA,Fair,WW/L,WW,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waiaua at Waiaua Rd,Waiaua at Waiaua Rd,EBOP,NA,OL578360,IF,NA,NA,NA,NA
93,EBOP-00213,4087167,4011726,1983029.02442225,5776072.57175192,177.366500000329,-38.0820199995807,2013-2017,MCI,Macroinvertebrate community index,Index,114.7826,115.11855,115.28652,125,126.9079,128.8158,132.6316,NA,NA,132.6316,NA,NA,NA,Excellent,CX/L,CX,L,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Otara at Old East Rd,Otara at Old East Rd,EBOP,NA,OK303607,IF,NA,NA,NA,NA
94,EBOP-00214,4097344,4016485,1976644.21481531,5762638.01483635,177.301000000304,-38.2054399996139,2013-2017,MCI,Macroinvertebrate community index,Index,112,117.66665,120.49997,123.6364,126.6416,126.9674,127.619,NA,NA,127.619,NA,NA,NA,Excellent,CW/H,CW,H,Native,5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waioeka at Historic Tauranga Bridge,Waioeka at Historic Tauranga Bridge,EBOP,NA,NJ664263,IF,NA,NA,NA,NA
